Date	RegionId	DangerLevel	ApsTemperature	ApsTemperatureMeanLast2days	ApsTemperatureMeanLast7days	ApsTemperatureMeanLast14days	ApsTemperatureMeanLast30days	ApsTemperatureMin	ApsTemperatureMinMeanLast2days	ApsTemperatureMinMeanLast7days	ApsTemperatureMinMeanLast14days	ApsTemperatureMinMeanLast30days	ApsTemperatureMax	ApsTemperatureMaxMeanLast2days	ApsTemperatureMaxMeanLast7days	ApsTemperatureMaxMeanLast14days	ApsTemperatureMaxMeanLast30days	ApsPercipitation	ApsPercipitationMeanLast2days	ApsPercipitationMeanLast7days	ApsPercipitationMeanLast14days	ApsPercipitationMeanLast30days	ApsPercipitationMostExposedArea	ApsPercipitationMostExposedAreaMeanLast2days	ApsPercipitationMostExposedAreaMeanLast7days	ApsPercipitationMostExposedAreaMeanLast14days	ApsPercipitationMostExposedAreaMeanLast30days	ApsFreezingElevationsTemperature	ApsFreezingElevationsTemperatureMeanLast2days	ApsFreezingElevationsTemperatureMeanLast7days	ApsFreezingElevationsTemperatureMeanLast14days	ApsFreezingElevationsTemperatureMeanLast30days	FcObserved	FcObservedLast2days	FcObservedLast7days	FcObservedLast14days	FcObservedLast30days	DhObserved	DhObservedLast2days	DhObservedLast7days	DhObservedLast14days	DhObservedLast30days	ShObserved	ShObservedLast2days	ShObservedLast7days	ShObservedLast14days	ShObservedLast30days	NewSnowSlabProblem	NewSnowSlabProblemLast2days	NewSnowSlabProblemLast7days	NewSnowSlabProblemLast14days	NewSnowSlabProblemLast30days	NewSnowLooseProblem	NewSnowLooseProblemLast2days	NewSnowLooseProblemLast7days	NewSnowLooseProblemLast14days	NewSnowLooseProblemLast30days	WindSlabProblem	WindSlabProblemLast2days	WindSlabProblemLast7days	WindSlabProblemLast14days	WindSlabProblemLast30days	PersistentWeakLayerProblem	PersistentWeakLayerProblemLast2days	PersistentWeakLayerProblemLast7days	PersistentWeakLayerProblemLast14days	PersistentWeakLayerProblemLast30days	WetSlabProblem	WetSlabProblemLast2days	WetSlabProblemLast7days	WetSlabProblemLast14days	WetSlabProblemLast30days	WetLooseProblem	WetLooseProblemLast2days	WetLooseProblemLast7days	WetLooseProblemLast14days	WetLooseProblemLast30days	GlideSnowProblemProblem	GlideSnowProblemProblemLast2days	GlideSnowProblemProblemLast7days	GlideSnowProblemProblemLast14days	GlideSnowProblemProblemLast30days
2016-12-28	3001.0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016-12-29	3001.0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016-12-30	3001.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-02-21	3001.0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-02-22	3001.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016-12-28	3002.0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016-12-29	3002.0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016-12-30	3002.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016-12-02	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016-12-03	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016-12-04	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	3	3	3	3	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016-12-05	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	2	3	3	3	2	4	4	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016-12-06	3003.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	2	2	2	1	2	2	2	2	0	0	0	0	0	0	1	3	3	3	2	6	6	6	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016-12-07	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	2	2	2	1	3	3	3	3	0	0	0	0	0	0	0	3	3	3	2	6	8	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016-12-08	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	2	2	2	1	3	4	4	4	0	0	0	0	0	0	0	3	3	3	2	6	10	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016-12-09	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	2	3	3	0	2	4	4	4	0	0	0	0	0	1	1	4	4	4	2	6	12	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016-12-10	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	2	3	3	0	1	4	4	4	0	0	0	0	0	1	2	4	5	5	2	6	14	14	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016-12-11	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	2	0	0	0	0	0	0	1	2	3	3	0	0	4	4	4	0	0	0	0	0	1	3	4	6	6	2	6	16	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016-12-12	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	2	0	0	0	0	0	0	0	2	3	3	0	0	4	4	4	0	0	0	0	0	1	3	4	7	7	0	4	14	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016-12-13	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	0	0	0	0	0	0	0	2	3	3	0	0	3	4	4	0	0	0	0	0	0	2	4	7	7	0	2	12	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016-12-14	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	3	0	0	0	0	0	0	0	1	3	3	0	0	2	4	4	0	0	0	0	0	1	2	5	8	8	0	0	10	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016-12-15	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	3	0	0	0	0	0	0	0	1	3	3	0	0	1	4	4	0	0	0	0	0	1	2	6	9	9	0	0	8	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016-12-16	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	4	4	0	0	0	0	0	0	0	1	2	3	0	0	0	4	4	0	0	0	0	0	1	3	7	10	10	0	0	6	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016-12-17	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	4	0	0	0	0	0	1	1	1	3	4	0	0	0	4	4	0	0	0	0	0	1	3	7	10	11	0	0	4	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016-12-18	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	5	5	0	0	0	0	0	0	1	1	3	4	0	0	0	4	4	0	0	0	0	0	1	3	7	10	12	0	0	2	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016-12-19	3003.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	5	5	0	0	0	0	0	0	1	1	3	4	0	0	0	4	4	0	0	0	0	0	1	3	7	10	13	0	0	0	14	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016-12-20	3003.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	5	1	1	1	1	1	0	0	1	3	4	1	1	1	4	5	0	0	0	0	0	0	2	6	10	13	0	0	0	12	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016-12-21	3003.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	5	6	0	1	1	1	1	0	0	1	2	4	0	1	1	3	5	0	0	0	0	0	1	2	7	11	14	0	0	0	10	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016-12-22	3003.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	5	6	0	1	1	1	1	0	0	1	2	4	0	1	1	2	5	0	0	0	0	0	1	2	7	12	15	0	0	0	8	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016-12-23	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	6	7	0	0	1	1	1	0	0	1	2	4	0	0	1	1	5	0	0	0	0	0	1	3	7	13	16	0	0	0	6	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016-12-24	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	6	7	0	0	1	1	1	0	0	1	1	4	0	0	1	1	5	0	0	0	0	0	1	3	7	13	17	0	0	0	4	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016-12-25	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	6	7	0	0	1	1	1	0	0	0	1	4	0	0	1	1	5	0	0	0	0	0	1	3	7	13	18	0	0	0	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016-12-26	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	7	0	0	1	1	1	0	0	0	1	4	0	0	1	1	5	0	0	0	0	0	2	4	8	14	20	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016-12-27	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	6	8	0	0	1	1	1	0	0	0	1	4	0	0	1	1	5	0	0	0	0	0	2	5	9	15	22	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016-12-28	3003.0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	7	9	0	0	0	1	1	0	0	0	1	4	0	0	0	1	5	0	0	0	0	0	2	6	11	17	24	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016-12-29	3003.0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	7	10	0	0	0	1	1	0	0	0	1	4	0	0	0	1	5	0	0	0	0	0	2	6	12	18	26	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016-12-30	3003.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	5	8	11	0	0	0	1	1	0	0	0	1	4	0	0	0	1	5	0	0	0	0	0	2	6	13	19	28	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016-12-31	3003.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	7	11	0	0	0	1	1	0	0	0	1	4	0	0	0	1	5	0	0	0	0	0	2	6	14	20	30	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-01-01	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	8	12	0	0	0	1	1	0	0	0	0	3	1	1	1	2	6	0	0	0	0	0	0	4	13	19	30	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-01-02	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	7	12	1	1	1	2	2	0	0	0	0	3	0	1	1	2	6	0	0	0	0	0	1	3	13	19	30	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-01-03	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6	8	13	0	1	1	2	2	0	0	0	0	3	0	1	1	2	6	0	0	0	0	0	1	2	12	19	30	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-01-04	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	6	9	14	0	1	1	1	2	0	0	0	0	3	0	0	1	1	6	0	0	0	0	0	1	3	11	20	30	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-01-05	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	8	13	0	0	1	1	2	0	0	0	0	3	0	0	1	1	5	0	0	0	0	0	1	3	10	20	31	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-01-06	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	8	13	0	0	1	1	2	0	0	0	0	2	0	0	1	1	4	0	0	0	0	0	1	3	9	20	32	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-01-07	3003.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	8	14	0	0	1	1	2	0	0	0	0	2	0	0	1	1	3	0	0	0	0	0	1	3	8	20	33	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-01-08	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	8	14	1	1	2	2	3	0	0	0	0	2	0	0	1	1	2	0	0	0	0	0	1	3	7	20	34	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-01-09	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	9	15	0	1	2	2	3	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	1	3	8	20	34	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-01-10	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	10	16	0	1	1	2	3	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	1	3	8	19	34	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-01-11	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	9	15	0	0	1	2	3	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	1	3	8	18	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-01-12	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	8	15	0	0	1	2	3	0	0	0	0	1	1	1	1	2	3	0	0	0	0	0	0	2	7	16	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-01-13	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	15	0	0	1	2	3	0	0	0	0	1	2	3	3	4	5	0	0	0	0	0	0	1	6	14	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-01-14	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	7	15	0	0	1	2	3	0	0	0	0	1	0	3	3	4	5	0	0	0	0	0	1	1	6	13	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-01-15	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	7	15	1	1	2	3	4	0	0	0	0	1	0	2	3	4	5	0	0	0	0	0	1	2	6	12	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-01-16	3003.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	6	14	0	1	1	3	4	0	0	0	0	1	0	0	3	3	5	0	0	0	0	0	2	4	7	14	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-01-17	3003.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	14	0	1	1	2	4	0	0	0	0	0	0	0	3	3	5	0	0	0	0	0	0	3	6	13	33	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-01-18	3003.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	6	14	0	0	1	2	4	0	0	0	0	0	0	0	3	3	5	0	0	0	0	0	0	2	5	12	32	1	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-01-19	3003.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	6	15	0	0	1	2	4	1	1	1	1	1	0	0	3	3	5	0	0	0	0	0	2	2	6	13	33	1	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-01-20	3003.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	6	15	0	0	1	2	3	0	1	1	1	1	1	1	3	4	5	0	0	0	0	0	0	2	6	12	33	2	4	5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-01-21	3003.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	6	14	1	1	2	3	4	0	1	1	1	1	0	1	1	4	5	0	0	0	0	0	1	3	7	12	33	2	5	7	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-01-22	3003.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	6	15	0	1	2	3	4	0	0	1	1	1	0	1	1	4	5	0	0	0	0	0	1	2	7	12	33	2	6	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-01-23	3003.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	6	14	0	1	1	2	4	0	0	1	1	1	0	0	1	4	5	0	0	0	0	0	1	3	7	12	33	0	4	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-01-24	3003.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	5	14	0	0	1	2	4	0	0	1	1	1	0	0	1	4	5	0	0	0	0	0	1	3	6	12	33	0	2	9	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-01-25	3003.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	5	15	0	0	1	2	4	0	0	1	1	1	0	0	1	4	5	0	0	0	0	0	1	3	7	12	33	0	0	8	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-01-26	3003.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	5	15	0	0	1	2	4	0	0	1	1	1	0	0	1	4	5	0	0	0	0	0	1	3	8	12	32	0	0	7	9	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-01-27	3003.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	14	0	0	1	2	4	0	0	0	1	1	0	0	1	3	5	0	0	0	0	0	2	4	8	14	32	1	1	7	10	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-01-28	3003.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	13	0	0	1	2	4	0	0	0	1	1	0	0	0	1	5	0	0	0	0	0	2	5	10	16	32	1	2	6	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-01-29	3003.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	12	0	0	0	2	4	0	0	0	1	1	0	0	0	1	5	0	0	0	0	0	2	6	11	17	32	1	3	5	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-01-30	3003.0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	11	0	0	0	1	4	0	0	0	1	1	0	0	0	1	5	0	0	0	0	0	2	6	12	18	32	1	3	4	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-01-31	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	5	12	0	0	0	1	4	0	0	0	1	1	0	0	0	1	5	0	0	0	0	0	2	6	13	18	32	1	3	5	14	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-02-01	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	5	11	0	0	0	1	4	0	0	0	1	1	0	0	0	1	4	0	0	0	0	0	1	5	13	19	33	2	4	7	15	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-02-02	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	11	0	0	0	1	3	0	0	0	1	1	0	0	0	1	4	0	0	0	0	0	0	3	12	19	32	1	4	8	15	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-02-03	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	4	11	0	0	0	1	3	0	0	0	0	1	1	1	1	2	5	0	0	0	0	0	0	1	11	17	31	2	5	10	16	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2017-02-04	3003.0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	4	10	0	0	0	1	3	0	0	0	0	1	2	3	3	3	7	0	0	0	0	0	0	0	9	17	30	3	6	12	17	22	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0
